,wikiID,releaseDate,charactName,name_movie,role_summary_percent,role_importance,comp_active,comp_pasive,comp_attribut
91,196176,1971-11-03,Tom Hedden,Straw Dogs,,,,,
92,336846,1978-06-16,Betty Rizzo,Grease,,,,,
93,336846,1978-06-16,Sandy Olsson,Grease,,,,,
94,336846,1978-06-16,Kenickie Murdoch,Grease,,,,,
95,336846,1978-06-16,Frenchy,Grease,,,,,
96,336846,1978-06-16,Principal McGee,Grease,,,,,
97,336846,1978-06-16,The Teen Angel,Grease,,,,,
98,336846,1978-06-16,Marty Maraschino,Grease,,,,,
99,336846,1978-06-16,Jan,Grease,,,,,
100,336846,1978-06-16,Putzie,Grease,,,,,
101,336846,1978-06-16,Vi,Grease,,,,,
102,336846,1978-06-16,Mike - School Athlete,Grease,,,,,
103,336846,1978-06-16,Stephanie Zinone,Grease,,,,,
104,336846,1978-06-16,,Grease,,,,,
105,336846,1978-06-16,,Grease,,,,,
106,336846,1978-06-16,,Grease,,,,,
107,336846,1978-06-16,Danny Zuko,Grease,,,,,
108,2229321,1953-05-21,Steve Martin,Thunder Bay,,,,,
109,2229321,1953-05-21,,Thunder Bay,,,,,
110,2229321,1953-05-21,,Thunder Bay,,,,,
111,2229321,1953-05-21,,Thunder Bay,,,,,
112,1940449,1993-11-05,RoboCop,RoboCop 3,,,,,
113,1940449,1993-11-05,Anne Lewis,RoboCop 3,,,,,
114,1940449,1993-11-05,The CEO,RoboCop 3,,,,,
115,1940449,1993-11-05,,RoboCop 3,,,,,
116,1940449,1993-11-05,,RoboCop 3,,,,,
117,1940449,1993-11-05,,RoboCop 3,,,,,
118,1940449,1993-11-05,,RoboCop 3,,,,,
119,1940449,1993-11-05,,RoboCop 3,,,,,
120,1940449,1993-11-05,,RoboCop 3,,,,,
121,1940449,1993-11-05,,RoboCop 3,,,,,
122,1940449,1993-11-05,,RoboCop 3,,,,,
123,1940449,1993-11-05,,RoboCop 3,,,,,
124,1940449,1993-11-05,,RoboCop 3,,,,,
125,1940449,1993-11-05,,RoboCop 3,,,,,
126,1940449,1993-11-05,Fleck,RoboCop 3,,,,,
127,1940449,1993-11-05,,RoboCop 3,,,,,
128,103022,1978-03-05,Erica,An Unmarried Woman,,,,,
129,103022,1978-03-05,Martin,An Unmarried Woman,,,,,
130,103022,1978-03-05,Charlie,An Unmarried Woman,,,,,
131,103022,1978-03-05,Sue,An Unmarried Woman,,,,,
132,103022,1978-03-05,Elaine,An Unmarried Woman,,,,,
133,103022,1978-03-05,Saul,An Unmarried Woman,,,,,
134,103022,1978-03-05,Phil,An Unmarried Woman,,,,,
135,103022,1978-03-05,Jean,An Unmarried Woman,,,,,
136,103022,1978-03-05,Edward,An Unmarried Woman,,,,,
137,362719,1978-12-10,Clark Kent,Superman,,,,,
138,362719,1978-12-10,Otis,Superman,,,,,
139,362719,1978-12-10,Lex Luthor,Superman,,,,,
140,362719,1978-12-10,,Superman,,,,,
141,362719,1978-12-10,General Zod,Superman,,,,,
142,362719,1978-12-10,Jimmy Olsen,Superman,,,,,
143,362719,1978-12-10,Perry White,Superman,,,,,
144,362719,1978-12-10,Superman,Superman,,,,,
145,362719,1978-12-10,Jonathan Kent,Superman,,,,,
146,362719,1978-12-10,Lois Lane,Superman,,,,,
147,362719,1978-12-10,Clark Kent,Superman,,,,,
148,362719,1978-12-10,Lara Lor-Van,Superman,,,,,
149,362719,1978-12-10,Martha Kent,Superman,,,,,
150,362719,1978-12-10,Eve Teschmacher,Superman,,,,,
151,362719,1978-12-10,Ursa,Superman,,,,,
152,362719,1978-12-10,Jor-El,Superman,,,,,
153,362719,1978-12-10,Non,Superman,,,,,
154,4459059,1997-05-30,Billie Tyler,Trial and Error,,,,,
155,4459059,1997-05-30,Benny Gibbs,Trial and Error,,,,,
156,4459059,1997-05-30,Elizabeth Gardner,Trial and Error,,,,,
157,4459059,1997-05-30,,Trial and Error,,,,,
158,4459059,1997-05-30,,Trial and Error,,,,,
159,4459059,1997-05-30,,Trial and Error,,,,,
160,4459059,1997-05-30,Richard Rietti,Trial and Error,,,,,
161,4459059,1997-05-30,Jacqueline,Trial and Error,,,,,
162,4459059,1997-05-30,,Trial and Error,,,,,
163,30575,1995-12-27,James Cole,Twelve Monkeys,,,,,
164,30575,1995-12-27,Kathryn Railly,Twelve Monkeys,,,,,
165,30575,1995-12-27,Jeffrey Goines,Twelve Monkeys,,,,,
166,30575,1995-12-27,Dr. Peters,Twelve Monkeys,,,,,
167,30575,1995-12-27,Dr. Goines,Twelve Monkeys,,,,,
168,30575,1995-12-27,Lt. Halperin,Twelve Monkeys,,,,,
169,30575,1995-12-27,Jose,Twelve Monkeys,,,,,
170,24416479,1991-08-31,Lt. Coberly,Beastmaster 2: Through the Portal of Time,,,,,
171,24416479,1991-08-31,Pilgrim #1,Beastmaster 2: Through the Portal of Time,,,,,
172,24416479,1991-08-31,Admiral Binns,Beastmaster 2: Through the Portal of Time,,,,,
173,24416479,1991-08-31,Lyranna,Beastmaster 2: Through the Portal of Time,,,,,
174,24416479,1991-08-31,Jackie Trent,Beastmaster 2: Through the Portal of Time,,,,,
175,24416479,1991-08-31,,Beastmaster 2: Through the Portal of Time,,,,,
176,24416479,1991-08-31,,Beastmaster 2: Through the Portal of Time,,,,,
177,1033297,2002-03-12,Alice,Resident Evil,,,,,
178,1033297,2002-03-12,Rain Ocampo,Resident Evil,,,,,
179,1033297,2002-03-12,Matt Addison,Resident Evil,,,,,
180,1033297,2002-03-12,Spence Parks,Resident Evil,,,,,
181,1033297,2002-03-12,James 'One' Shade,Resident Evil,,,,,
182,1033297,2002-03-12,Dr. Lisa Addison,Resident Evil,,,,,
183,1033297,2002-03-12,,Resident Evil,,,,,
184,34137688,2012-10-25,Brenda Hesson,Chasing Mavericks,,,,,
185,34137688,2012-10-25,Frosty Hesson,Chasing Mavericks,,,,,
186,34137688,2012-10-25,Christy Moriarity,Chasing Mavericks,,,,,
187,34137688,2012-10-25,Kim,Chasing Mavericks,,,,,
188,34137688,2012-10-25,Gordy,Chasing Mavericks,,,,,
189,34137688,2012-10-25,Sonny,Chasing Mavericks,,,,,
190,34137688,2012-10-25,Zeuf,Chasing Mavericks,,,,,
191,24021571,2010-05-14,Leslie Wright,Just Wright,,,,,
192,24021571,2010-05-14,Scott McKnight,Just Wright,,,,,
193,24021571,2010-05-14,Morgan Alexander,Just Wright,,,,,
194,24021571,2010-05-14,Lloyd Wright,Just Wright,,,,,
195,24021571,2010-05-14,Ella McKnight,Just Wright,,,,,
196,24021571,2010-05-14,Janice Wright,Just Wright,,,,,
197,24021571,2010-05-14,Mark Matthews,Just Wright,,,,,
198,24021571,2010-05-14,Angelo Bembrey,Just Wright,,,,,
199,24021571,2010-05-14,Nelson Kaspian,Just Wright,,,,,
200,165366,1984-01-01,,Stranger Than Paradise,,,,,
201,165366,1984-01-01,,Stranger Than Paradise,,,,,
202,206845,1998-09-19,Princess Bala,Antz,,,,,
203,206845,1998-09-19,Barbatus,Antz,,,,,
204,206845,1998-09-19,Weaver,Antz,,,,,
205,206845,1998-09-19,Foreman,Antz,,,,,
206,206845,1998-09-19,Queen,Antz,,,,,
207,206845,1998-09-19,General Mandible,Antz,,,,,
208,206845,1998-09-19,Psychologist,Antz,,,,,
209,206845,1998-09-19,Additional Voices,Antz,,,,,
210,206845,1998-09-19,Grebs,Antz,,,,,
211,206845,1998-09-19,Azteca,Antz,,,,,
212,206845,1998-09-19,Chip,Antz,,,,,
213,206845,1998-09-19,Muffy,Antz,,,,,
214,206845,1998-09-19,Z,Antz,,,,,
215,206845,1998-09-19,Colonel Cutter,Antz,,,,,
216,1307956,2004-05-08,,Stage Beauty,,,,,
217,1307956,2004-05-08,Ned Kynaston,Stage Beauty,,,,,
218,1307956,2004-05-08,Maria,Stage Beauty,,,,,
219,1307956,2004-05-08,King Charles II,Stage Beauty,,,,,
220,1307956,2004-05-08,Betterton,Stage Beauty,,,,,
221,1307956,2004-05-08,Miss Frayne,Stage Beauty,,,,,
222,1307956,2004-05-08,,Stage Beauty,,,,,
223,1307956,2004-05-08,Samuel Pepys,Stage Beauty,,,,,
224,1307956,2004-05-08,,Stage Beauty,,,,,
225,1307956,2004-05-08,,Stage Beauty,,,,,
226,2216254,1995-03-31,,Jefferson in Paris,,,,,
227,2216254,1995-03-31,Thomas Jefferson,Jefferson in Paris,,,,,
228,2216254,1995-03-31,Patsy Jefferson,Jefferson in Paris,,,,,
229,2216254,1995-03-31,Sally Hemings,Jefferson in Paris,,,,,
230,2216254,1995-03-31,Maria Cosway,Jefferson in Paris,,,,,
231,2216254,1995-03-31,Richard Cosway,Jefferson in Paris,,,,,
232,2216254,1995-03-31,,Jefferson in Paris,,,,,
233,2216254,1995-03-31,,Jefferson in Paris,,,,,
234,2216254,1995-03-31,,Jefferson in Paris,,,,,
235,2216254,1995-03-31,,Jefferson in Paris,,,,,
236,2216254,1995-03-31,,Jefferson in Paris,,,,,
237,2216254,1995-03-31,,Jefferson in Paris,,,,,
238,2216254,1995-03-31,,Jefferson in Paris,,,,,
239,2216254,1995-03-31,,Jefferson in Paris,,,,,
240,1964091,2007-04-25,Jeff Baines,Next,,,,,
241,1964091,2007-04-25,Cris Johnson,Next,,,,,
242,1964091,2007-04-25,Callie Ferris,Next,,,,,
243,1964091,2007-04-25,Mr. Smith,Next,,,,,
244,1964091,2007-04-25,Irv,Next,,,,,
245,1964091,2007-04-25,Mr. Jones,Next,,,,,
246,1964091,2007-04-25,Wisdom,Next,,,,,
247,1964091,2007-04-25,Cavanaugh,Next,,,,,
248,1964091,2007-04-25,Liz Cooper,Next,,,,,
249,1964091,2007-04-25,Mr. White,Next,,,,,
250,3917900,2006-01-01,Ray Keene,The Contract,,,,,
251,3917900,2006-01-01,,The Contract,,,,,
252,3917900,2006-01-01,,The Contract,,,,,
253,3917900,2006-01-01,,The Contract,,,,,
254,3917900,2006-01-01,,The Contract,,,,,
255,3917900,2006-01-01,Frank Carden,The Contract,,,,,
256,3917900,2006-01-01,,The Contract,,,,,
257,3917900,2006-01-01,,The Contract,,,,,
258,3917900,2006-01-01,,The Contract,,,,,
259,3917900,2006-01-01,,The Contract,,,,,
260,1033477,2004-04-30,Adam Duncan,Godsend,,,,,
261,1033477,2004-04-30,,Godsend,,,,,
262,1033477,2004-04-30,,Godsend,,,,,
263,1033477,2004-04-30,Richard Wells,Godsend,,,,,
264,1033477,2004-04-30,,Godsend,,,,,
265,1033477,2004-04-30,,Godsend,,,,,
266,1033477,2004-04-30,Zachary Clark Wells,Godsend,,,,,
267,24207129,2009-09-11,George,A Single Man,,,,,
268,24207129,2009-09-11,Charlotte,A Single Man,,,,,
269,24207129,2009-09-11,Jim,A Single Man,,,,,
270,24207129,2009-09-11,Mrs. Strunk,A Single Man,,,,,
271,24207129,2009-09-11,Kenny,A Single Man,,,,,
272,24207129,2009-09-11,Jennifer Strunk,A Single Man,,,,,
273,24207129,2009-09-11,Grant,A Single Man,,,,,
274,24207129,2009-09-11,,A Single Man,,,,,
275,5845807,1990-08-17,,Taking Care of Business,,,,,
276,5845807,1990-08-17,,Taking Care of Business,,,,,
277,5845807,1990-08-17,,Taking Care of Business,,,,,
278,5845807,1990-08-17,,Taking Care of Business,,,,,
279,5845807,1990-08-17,,Taking Care of Business,,,,,
280,5845807,1990-08-17,,Taking Care of Business,,,,,
281,5845807,1990-08-17,,Taking Care of Business,,,,,
282,5845807,1990-08-17,,Taking Care of Business,,,,,
283,5845807,1990-08-17,,Taking Care of Business,,,,,
284,5845807,1990-08-17,,Taking Care of Business,,,,,
285,5845807,1990-08-17,,Taking Care of Business,,,,,
286,5884079,2008-08-22,Joe,Bangkok Dangerous,,,,,
287,399402,1950-02-15,Bruno,Cinderella,,,,,
288,399402,1950-02-15,Lady Tremaine,Cinderella,,,,,
289,399402,1950-02-15,Fairy Godmother,Cinderella,,,,,
290,399402,1950-02-15,Lucifer,Cinderella,,,,,
291,399402,1950-02-15,Anastasia Tremaine,Cinderella,,,,,
292,399402,1950-02-15,Grand Duke,Cinderella,,,,,
293,399402,1950-02-15,King,Cinderella,,,,,
294,399402,1950-02-15,Gus,Cinderella,,,,,
295,399402,1950-02-15,Jaq,Cinderella,,,,,
296,399402,1950-02-15,Narrator,Cinderella,,,,,
297,399402,1950-02-15,Prince Charming,Cinderella,,,,,
298,399402,1950-02-15,Prince Charming,Cinderella,,,,,
299,2121431,1997-10-10,Mother,The House of Yes,,,,,
300,2121431,1997-10-10,Jackie Pascale,The House of Yes,,,,,
301,2121431,1997-10-10,Marty Pascale,The House of Yes,,,,,
302,2121431,1997-10-10,Anthony Pascale,The House of Yes,,,,,
303,2121431,1997-10-10,Lesly,The House of Yes,,,,,
304,2121431,1997-10-10,,The House of Yes,,,,,
305,2254896,1956-01-26,,Helen of Troy,,,,,
306,2254896,1956-01-26,,Helen of Troy,,,,,
307,2254896,1956-01-26,,Helen of Troy,,,,,
308,2254896,1956-01-26,,Helen of Troy,,,,,
309,2254896,1956-01-26,Agamemnon,Helen of Troy,,,,,
310,2254896,1956-01-26,,Helen of Troy,,,,,
311,2254896,1956-01-26,,Helen of Troy,,,,,
312,2254896,1956-01-26,,Helen of Troy,,,,,
313,2254896,1956-01-26,Andraste,Helen of Troy,,,,,
314,1231856,1999-09-17,Gary Wheeler,For Love of the Game,,,,,
315,1231856,1999-09-17,Billy Chapel,For Love of the Game,,,,,
316,1231856,1999-09-17,Jane Aubrey,For Love of the Game,,,,,
317,1231856,1999-09-17,Gus Sinski,For Love of the Game,,,,,
318,1231856,1999-09-17,Heather Aubrey,For Love of the Game,,,,,
319,1231856,1999-09-17,,For Love of the Game,,,,,
320,1231856,1999-09-17,Frank Perry,For Love of the Game,,,,,
321,1231856,1999-09-17,Gallery Doorman,For Love of the Game,,,,,
322,1231856,1999-09-17,,For Love of the Game,,,,,
323,1128108,2004-07-14,Eddie O'Hare,The Door in the Floor,,,,,
324,1128108,2004-07-14,Ruth Cole,The Door in the Floor,,,,,
325,1128108,2004-07-14,Ted Cole,The Door in the Floor,,,,,
326,1128108,2004-07-14,Marion Cole,The Door in the Floor,,,,,
327,1128108,2004-07-14,Minty O'Hare,The Door in the Floor,,,,,
328,1128108,2004-07-14,Alice,The Door in the Floor,,,,,
329,1128108,2004-07-14,Evelyn Vaughn,The Door in the Floor,,,,,
330,1128108,2004-07-14,Frame Shop Owner,The Door in the Floor,,,,,
331,7668793,1987-11-13,Damon Killian,The Running Man,,,,,
332,7668793,1987-11-13,Ben Richards,The Running Man,,,,,
333,7668793,1987-11-13,Amber Mendez,The Running Man,,,,,
334,7668793,1987-11-13,William Laughlin,The Running Man,,,,,
335,7668793,1987-11-13,Fireball,The Running Man,,,,,
336,7668793,1987-11-13,Captain Freedom,The Running Man,,,,,
337,7668793,1987-11-13,Dynamo,The Running Man,,,,,
338,7668793,1987-11-13,Subzero,The Running Man,,,,,
339,7668793,1987-11-13,Stevie,The Running Man,,,,,
340,7668793,1987-11-13,Sven,The Running Man,,,,,
341,7668793,1987-11-13,Lenny,The Running Man,,,,,
342,7668793,1987-11-13,Valdez,The Running Man,,,,,
343,7668793,1987-11-13,Tony,The Running Man,,,,,
344,7668793,1987-11-13,Amy,The Running Man,,,,,
345,7668793,1987-11-13,Phil Hilton,The Running Man,,,,,
346,7668793,1987-11-13,Chico,The Running Man,,,,,
347,10459622,1987-01-01,Rachel Dobs,The Squeeze,,,,,
348,10459622,1987-01-01,,The Squeeze,,,,,
349,10459622,1987-01-01,,The Squeeze,,,,,
350,8610844,1956-12-01,,Three Violent People,,,,,
351,8610844,1956-12-01,Rafael Ortega,Three Violent People,,,,,
352,8610844,1956-12-01,,Three Violent People,,,,,
353,8610844,1956-12-01,,Three Violent People,,,,,
354,8610844,1956-12-01,Capt. Colt Saunders,Three Violent People,,,,,
355,8610844,1956-12-01,,Three Violent People,,,,,
356,8610844,1956-12-01,,Three Violent People,,,,,
357,8610844,1956-12-01,,Three Violent People,,,,,
358,8610844,1956-12-01,,Three Violent People,,,,,
359,8610844,1956-12-01,,Three Violent People,,,,,
360,8610844,1956-12-01,,Three Violent People,,,,,
361,2028217,2006-12-06,Susan Blue,Inland Empire,,,,,
362,2028217,2006-12-06,Nikki Grace,Inland Empire,,,,,
363,2028217,2006-12-06,Freddie Howard,Inland Empire,,,,,
364,2028217,2006-12-06,Devon Berk,Inland Empire,,,,,
365,2028217,2006-12-06,Kingsley Stewart,Inland Empire,,,,,
366,2028217,2006-12-06,Jack Rabbit,Inland Empire,,,,,
367,2028217,2006-12-06,The Lady,Inland Empire,,,,,
368,2028217,2006-12-06,Visitor #1,Inland Empire,,,,,
369,2028217,2006-12-06,Terri,Inland Empire,,,,,
370,2028217,2006-12-06,Doris Side,Inland Empire,,,,,
371,2028217,2006-12-06,Marilyn Levens,Inland Empire,,,,,
372,2028217,2006-12-06,Suzie Rabbit,Inland Empire,,,,,
373,2028217,2006-12-06,Billy Side,Inland Empire,,,,,
374,2028217,2006-12-06,Street Person #3,Inland Empire,,,,,
375,2028217,2006-12-06,Visitor #2,Inland Empire,,,,,
376,1157158,2002-03-29,,Death to Smoochy,,,,,
377,1157158,2002-03-29,Rainbow Randolph,Death to Smoochy,,,,,
378,1157158,2002-03-29,Sheldon Mopes,Death to Smoochy,,,,,
379,1157158,2002-03-29,Burke Bennett,Death to Smoochy,,,,,
380,1157158,2002-03-29,Nora Wells,Death to Smoochy,,,,,
381,1157158,2002-03-29,Marion Frank Stokes,Death to Smoochy,,,,,
382,1157158,2002-03-29,,Death to Smoochy,,,,,
383,1157158,2002-03-29,,Death to Smoochy,,,,,
384,1157158,2002-03-29,,Death to Smoochy,,,,,
385,1157158,2002-03-29,,Death to Smoochy,,,,,
386,1157158,2002-03-29,,Death to Smoochy,,,,,
387,1157158,2002-03-29,Smoochy the Rhino,Death to Smoochy,,,,,
388,3028248,1989-03-10,,Chances Are,,,,,
389,3028248,1989-03-10,Miranda Jeffries,Chances Are,,,,,
390,3028248,1989-03-10,Philip Train,Chances Are,,,,,
391,3028248,1989-03-10,Corinne Jeffries,Chances Are,,,,,
392,3028248,1989-03-10,Alex Finch,Chances Are,,,,,
393,3028248,1989-03-10,,Chances Are,,,,,
394,3028248,1989-03-10,,Chances Are,,,,,
395,3028248,1989-03-10,,Chances Are,,,,,
396,3028248,1989-03-10,,Chances Are,,,,,
397,3028248,1989-03-10,,Chances Are,,,,,
398,3028248,1989-03-10,,Chances Are,,,,,
399,3028248,1989-03-10,,Chances Are,,,,,
400,612656,1996-08-28,Clara,The Funeral,,,,,
401,612656,1996-08-28,Chez,The Funeral,,,,,
402,612656,1996-08-28,Jean,The Funeral,,,,,
403,612656,1996-08-28,Johnny,The Funeral,,,,,
404,612656,1996-08-28,Ray,The Funeral,,,,,
405,612656,1996-08-28,,The Funeral,,,,,
406,612656,1996-08-28,Gaspare,The Funeral,,,,,
407,612656,1996-08-28,,The Funeral,,,,,
408,612656,1996-08-28,,The Funeral,,,,,
409,612656,1996-08-28,,The Funeral,,,,,
410,612656,1996-08-28,,The Funeral,,,,,
411,612656,1996-08-28,,The Funeral,,,,,
412,142274,1984-08-15,Lord John Whorfin,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
413,142274,1984-08-15,John Emdall,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
414,142274,1984-08-15,John O'Connor,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
415,142274,1984-08-15,Perfect Tommy,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
416,142274,1984-08-15,New Jersey,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
417,142274,1984-08-15,Sandra Banzai,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
418,142274,1984-08-15,John Gomez,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
419,142274,1984-08-15,National Security Advisor,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
420,142274,1984-08-15,Penny Priddy,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
421,142274,1984-08-15,Reno Nevada,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
422,142274,1984-08-15,Buckaroo Banzai,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
423,142274,1984-08-15,John Parker,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
424,142274,1984-08-15,Rawhide,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
425,142274,1984-08-15,,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
426,142274,1984-08-15,Dr. Emilio Lizardo,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
427,142274,1984-08-15,Professor Hikita,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
428,142274,1984-08-15,John Bigboote,The Adventures of Buckaroo Banzai Across the 8th Dimension,,,,,
429,1871167,2004-02-20,Monroe Cole,Welcome to Mooseport,,,,,
430,1871167,2004-02-20,Handy Harrison,Welcome to Mooseport,,,,,
431,1871167,2004-02-20,Grace Sutherland,Welcome to Mooseport,,,,,
432,1871167,2004-02-20,Sally Mannis,Welcome to Mooseport,,,,,
433,1871167,2004-02-20,Charlotte Cole,Welcome to Mooseport,,,,,
434,1871167,2004-02-20,Bullard,Welcome to Mooseport,,,,,
435,1871167,2004-02-20,Bert Langdon,Welcome to Mooseport,,,,,
436,1871167,2004-02-20,Irma,Welcome to Mooseport,,,,,
437,1871167,2004-02-20,Morris Gutman,Welcome to Mooseport,,,,,
438,1871167,2004-02-20,Stu,Welcome to Mooseport,,,,,
439,1871167,2004-02-20,Cloud,Welcome to Mooseport,,,,,
440,18487239,1988-03-11,,Vice Versa,,,,,
441,18487239,1988-03-11,,Vice Versa,,,,,
442,18487239,1988-03-11,Charlie Seymour,Vice Versa,,,,,
443,18487239,1988-03-11,,Vice Versa,,,,,
444,18487239,1988-03-11,,Vice Versa,,,,,
